user_id,group,event,revenue
user_A_59819475,A,user_subscribed_monthly,300
user_B_11966807,B,user_started_onboarding,0
user_B_11966807,B,user_reached_payment_screen,0
user_B_11966807,B,user_subscribed_monthly,300
user_A_10936225,A,user_started_onboarding,0
user_A_10936225,A,user_reached_payment_screen,0
user_B_22210413,B,user_started_onboarding,0
user_B_22210413,B,user_reached_payment_screen,0
user_A_46270027,A,user_started_onboarding,0
user_A_46270027,A,user_reached_payment_screen,0
user_B_14358350,B,user_started_onboarding,0
user_A_25448607,A,user_started_onboarding,0
user_A_25448607,A,user_reached_payment_screen,0
user_B_44116499,B,user_started_onboarding,0
user_B_44116499,B,user_reached_payment_screen,0
user_A_43939195,A,user_started_onboarding,0
user_A_43939195,A,user_reached_payment_screen,0
user_A_43939195,A,user_subscribed_monthly,300
user_B_11500048,B,user_started_onboarding,0
user_B_11500048,B,user_reached_payment_screen,0
user_A_39216587,A,user_started_onboarding,0
user_B_84364151,B,user_started_onboarding,0
user_A_24401868,A,user_started_onboarding,0
user_B_22389301,B,user_started_onboarding,0
user_B_22389301,B,user_reached_payment_screen,0
user_A_98280242,A,user_started_onboarding,0
user_B_18824041,B,user_started_onboarding,0
user_B_18824041,B,user_reached_payment_screen,0
user_B_18824041,B,user_started_trial,0
user_B_18824041,B,trial_converted_to_annual,1200
user_A_10491016,A,user_started_onboarding,0
user_A_10491016,A,user_reached_payment_screen,0
user_B_35541234,B,user_started_onboarding,0
user_B_35541234,B,user_reached_payment_screen,0
user_B_35541234,B,user_subscribed_quarterly,500
user_A_94066822,A,user_started_onboarding,0
user_A_94066822,A,user_reached_payment_screen,0
user_B_33572740,B,user_started_onboarding,0
user_B_33572740,B,user_reached_payment_screen,0
user_B_33572740,B,user_subscribed_monthly,300
user_A_8133898,A,user_started_onboarding,0
user_A_8133898,A,user_reached_payment_screen,0
user_B_41045622,B,user_started_onboarding,0
user_B_41045622,B,user_reached_payment_screen,0
user_B_41045622,B,user_subscribed_quarterly,500
user_A_22095071,A,user_started_onboarding,0
user_A_22095071,A,user_reached_payment_screen,0
user_B_33663523,B,user_started_onboarding,0
user_B_33663523,B,user_reached_payment_screen,0
user_A_66190195,A,user_started_onboarding,0
user_A_66190195,A,user_reached_payment_screen,0
user_B_44678568,B,user_started_onboarding,0
user_B_44678568,B,user_reached_payment_screen,0
user_B_44678568,B,user_subscribed_quarterly,500
user_A_70858107,A,user_started_onboarding,0
user_A_70858107,A,user_reached_payment_screen,0
user_B_47572383,B,user_started_onboarding,0
user_B_47572383,B,user_reached_payment_screen,0
user_A_43310922,A,user_started_onboarding,0
user_B_67060470,B,user_started_onboarding,0
user_B_67060470,B,user_reached_payment_screen,0
user_B_67060470,B,user_started_trial,0
user_B_67060470,B,trial_converted_to_annual,1200
user_A_69960766,A,user_started_onboarding,0
user_A_69960766,A,user_reached_payment_screen,0
user_A_69960766,A,user_started_trial,0
user_A_69960766,A,trial_converted_to_annual,1200
user_B_84084750,B,user_started_onboarding,0
user_B_84084750,B,user_reached_payment_screen,0
user_A_90159759,A,user_started_onboarding,0
user_B_34647909,B,user_started_onboarding,0
user_B_34647909,B,user_reached_payment_screen,0
user_B_34647909,B,user_subscribed_quarterly,500
user_A_68159068,A,user_started_onboarding,0
user_A_68159068,A,user_reached_payment_screen,0
user_A_68159068,A,user_subscribed_monthly,300
user_B_9634101,B,user_started_onboarding,0
user_B_9634101,B,user_reached_payment_screen,0
user_A_52578726,A,user_started_onboarding,0
user_A_52578726,A,user_reached_payment_screen,0
user_B_36353944,B,user_started_onboarding,0
user_B_36353944,B,user_reached_payment_screen,0
user_A_84530946,A,user_started_onboarding,0
user_B_26264088,B,user_started_onboarding,0
user_A_60077061,A,user_started_onboarding,0
user_A_60077061,A,user_reached_payment_screen,0
user_B_41311981,B,user_started_onboarding,0
user_A_51838129,A,user_started_onboarding,0
user_A_51838129,A,user_reached_payment_screen,0
user_A_51838129,A,user_subscribed_monthly,300
user_B_77148409,B,user_started_onboarding,0
user_A_27130735,A,user_started_onboarding,0
user_B_95995601,B,user_started_onboarding,0
user_B_95995601,B,user_reached_payment_screen,0
user_A_99408942,A,user_started_onboarding,0
user_B_35291980,B,user_started_onboarding,0
user_B_35291980,B,user_reached_payment_screen,0
user_B_35291980,B,user_subscribed_monthly,300
user_A_98898610,A,user_started_onboarding,0
user_A_98898610,A,user_reached_payment_screen,0
user_B_48442008,B,user_started_onboarding,0
user_B_48442008,B,user_reached_payment_screen,0
user_B_48442008,B,user_subscribed_quarterly,500
user_A_76419306,A,user_started_onboarding,0
user_B_12566869,B,user_started_onboarding,0
user_B_12566869,B,user_reached_payment_screen,0
user_A_89968308,A,user_started_onboarding,0
user_B_39733585,B,user_started_onboarding,0
user_A_90714368,A,user_started_onboarding,0
user_A_90714368,A,user_reached_payment_screen,0
user_A_90714368,A,user_started_trial,0
user_A_90714368,A,trial_converted_to_annual,1200
user_B_16903394,B,user_started_onboarding,0
user_A_83408277,A,user_started_onboarding,0
user_A_83408277,A,user_reached_payment_screen,0
user_A_83408277,A,user_subscribed_monthly,300
user_B_29896517,B,user_started_onboarding,0
user_B_29896517,B,user_reached_payment_screen,0
user_A_82530097,A,user_started_onboarding,0
user_A_82530097,A,user_reached_payment_screen,0
user_A_82530097,A,user_started_trial,0
user_A_82530097,A,trial_converted_to_annual,1200
user_B_41224106,B,user_started_onboarding,0
user_B_41224106,B,user_reached_payment_screen,0
user_A_52502847,A,user_started_onboarding,0
user_A_52502847,A,user_reached_payment_screen,0
user_B_94279997,B,user_started_onboarding,0
user_A_91647833,A,user_started_onboarding,0
user_A_91647833,A,user_reached_payment_screen,0
user_A_91647833,A,user_subscribed_monthly,300
user_B_98976284,B,user_started_onboarding,0
user_B_98976284,B,user_reached_payment_screen,0
user_A_157894,A,user_started_onboarding,0
user_A_157894,A,user_reached_payment_screen,0
user_A_157894,A,user_started_trial,0
user_A_157894,A,trial_converted_to_annual,1200
user_B_75915445,B,user_started_onboarding,0
user_B_75915445,B,user_reached_payment_screen,0
user_B_75915445,B,user_subscribed_quarterly,500
user_A_21219759,A,user_started_onboarding,0
user_A_21219759,A,user_reached_payment_screen,0
user_A_21219759,A,user_subscribed_monthly,300
user_B_74533608,B,user_started_onboarding,0
user_B_74533608,B,user_reached_payment_screen,0
user_A_34381494,A,user_started_onboarding,0
user_A_34381494,A,user_reached_payment_screen,0
user_A_34381494,A,user_subscribed_monthly,300
user_B_39768098,B,user_started_onboarding,0
user_A_94146881,A,user_started_onboarding,0
user_B_42093410,B,user_started_onboarding,0
user_B_42093410,B,user_reached_payment_screen,0
user_B_42093410,B,user_subscribed_quarterly,500
user_A_63131251,A,user_started_onboarding,0
user_A_63131251,A,user_reached_payment_screen,0
user_B_96354769,B,user_started_onboarding,0
user_A_42859187,A,user_started_onboarding,0
user_A_42859187,A,user_reached_payment_screen,0
user_B_96974540,B,user_started_onboarding,0
user_B_96974540,B,user_reached_payment_screen,0
user_A_34287995,A,user_started_onboarding,0
user_A_34287995,A,user_reached_payment_screen,0
user_A_34287995,A,user_subscribed_quarterly,500
user_B_72423836,B,user_started_onboarding,0
user_B_72423836,B,user_reached_payment_screen,0
user_B_72423836,B,user_subscribed_monthly,300
user_A_70184614,A,user_started_onboarding,0
user_A_70184614,A,user_reached_payment_screen,0
user_B_64081921,B,user_started_onboarding,0
user_B_64081921,B,user_reached_payment_screen,0
user_A_7713954,A,user_started_onboarding,0
user_B_89725625,B,user_started_onboarding,0
user_B_89725625,B,user_reached_payment_screen,0
user_A_79983008,A,user_started_onboarding,0
user_A_79983008,A,user_reached_payment_screen,0
user_A_79983008,A,user_subscribed_monthly,300
user_B_19640988,B,user_started_onboarding,0
user_B_19640988,B,user_reached_payment_screen,0
user_B_19640988,B,user_started_trial,0
user_B_19640988,B,trial_converted_to_annual,1200
user_A_30282017,A,user_started_onboarding,0
user_A_30282017,A,user_reached_payment_screen,0
user_B_4934562,B,user_started_onboarding,0
user_B_4934562,B,user_reached_payment_screen,0
user_A_61047804,A,user_started_onboarding,0
user_A_61047804,A,user_reached_payment_screen,0
user_A_61047804,A,user_started_trial,0
user_B_43526639,B,user_started_onboarding,0
user_B_43526639,B,user_reached_payment_screen,0
user_B_43526639,B,user_started_trial,0
user_B_43526639,B,trial_converted_to_annual,1200
user_A_23471783,A,user_started_onboarding,0
user_A_23471783,A,user_reached_payment_screen,0
user_A_23471783,A,user_subscribed_quarterly,500
user_B_37152636,B,user_started_onboarding,0
user_B_37152636,B,user_reached_payment_screen,0
user_A_57817129,A,user_started_onboarding,0
user_A_57817129,A,user_reached_payment_screen,0
user_A_57817129,A,user_subscribed_monthly,300
user_B_80105541,B,user_started_onboarding,0
user_B_80105541,B,user_reached_payment_screen,0
user_A_57529253,A,user_started_onboarding,0
user_A_57529253,A,user_reached_payment_screen,0
user_B_85247356,B,user_started_onboarding,0
user_B_85247356,B,user_reached_payment_screen,0
user_A_99845950,A,user_started_onboarding,0
user_A_99845950,A,user_reached_payment_screen,0
user_A_99845950,A,user_subscribed_monthly,300
user_B_64809281,B,user_started_onboarding,0
user_A_45174988,A,user_started_onboarding,0
user_A_45174988,A,user_reached_payment_screen,0
user_A_45174988,A,user_subscribed_monthly,300
user_B_80883765,B,user_started_onboarding,0
user_B_80883765,B,user_reached_payment_screen,0
user_B_80883765,B,user_started_trial,0
user_B_80883765,B,trial_converted_to_annual,1200
user_A_28456410,A,user_started_onboarding,0
user_A_28456410,A,user_reached_payment_screen,0
user_A_28456410,A,user_subscribed_monthly,300
user_B_41090686,B,user_started_onboarding,0
user_B_41090686,B,user_reached_payment_screen,0
user_A_82758845,A,user_started_onboarding,0
user_A_82758845,A,user_reached_payment_screen,0
user_A_82758845,A,user_subscribed_quarterly,500
user_B_68251773,B,user_started_onboarding,0
user_A_12796101,A,user_started_onboarding,0
user_A_12796101,A,user_reached_payment_screen,0
user_A_12796101,A,user_started_trial,0
user_A_12796101,A,trial_converted_to_annual,1200
user_B_40484778,B,user_started_onboarding,0
user_B_40484778,B,user_reached_payment_screen,0
user_A_32941154,A,user_started_onboarding,0
user_B_90511640,B,user_started_onboarding,0
user_B_90511640,B,user_reached_payment_screen,0
user_A_78994848,A,user_started_onboarding,0
user_B_45539120,B,user_started_onboarding,0
user_B_45539120,B,user_reached_payment_screen,0
user_B_45539120,B,user_subscribed_quarterly,500
user_A_38407955,A,user_started_onboarding,0
user_A_38407955,A,user_reached_payment_screen,0
user_B_483426,B,user_started_onboarding,0
user_B_483426,B,user_reached_payment_screen,0
user_A_31646986,A,user_started_onboarding,0
user_A_31646986,A,user_reached_payment_screen,0
user_B_5848,B,user_started_onboarding,0
user_B_5848,B,user_reached_payment_screen,0
user_A_38425389,A,user_started_onboarding,0
user_A_38425389,A,user_reached_payment_screen,0
user_B_66776134,B,user_started_onboarding,0
user_B_66776134,B,user_reached_payment_screen,0
user_B_66776134,B,user_started_trial,0
user_B_66776134,B,trial_converted_to_annual,1200
user_A_21084506,A,user_started_onboarding,0
user_B_98760600,B,user_started_onboarding,0
user_A_49768040,A,user_started_onboarding,0
user_B_62606906,B,user_started_onboarding,0
user_B_62606906,B,user_reached_payment_screen,0
user_A_93440517,A,user_started_onboarding,0
user_A_93440517,A,user_reached_payment_screen,0
user_B_28766331,B,user_started_onboarding,0
user_B_28766331,B,user_reached_payment_screen,0
user_B_28766331,B,user_subscribed_monthly,300
user_A_41332744,A,user_started_onboarding,0
user_A_41332744,A,user_reached_payment_screen,0
user_A_41332744,A,user_subscribed_monthly,300
user_B_12185190,B,user_started_onboarding,0
user_B_12185190,B,user_reached_payment_screen,0
user_B_12185190,B,user_subscribed_monthly,300
user_A_37187496,A,user_started_onboarding,0
user_A_37187496,A,user_reached_payment_screen,0
user_A_37187496,A,user_subscribed_quarterly,500
user_B_56324149,B,user_started_onboarding,0
user_B_56324149,B,user_reached_payment_screen,0
user_B_56324149,B,user_started_trial,0
user_B_56324149,B,trial_converted_to_annual,1200
user_A_48124647,A,user_started_onboarding,0
user_A_48124647,A,user_reached_payment_screen,0
user_A_48124647,A,user_started_trial,0
user_B_34287311,B,user_started_onboarding,0
user_B_34287311,B,user_reached_payment_screen,0
user_A_71596058,A,user_started_onboarding,0
user_A_71596058,A,user_reached_payment_screen,0
user_A_71596058,A,user_subscribed_monthly,300
user_B_58959848,B,user_started_onboarding,0
user_B_58959848,B,user_reached_payment_screen,0
user_A_66618367,A,user_started_onboarding,0
user_A_66618367,A,user_reached_payment_screen,0
user_A_66618367,A,user_started_trial,0
user_A_66618367,A,trial_converted_to_annual,1200
user_B_13442617,B,user_started_onboarding,0
user_A_85319454,A,user_started_onboarding,0
user_A_85319454,A,user_reached_payment_screen,0
